,Name,Year,ID,Rating,Complexity,Overall Rank,Plays Last Month,Owns,Wants,Wishlists,Abstract Rank,Customizable Rank,Thematic Rank,Family Rank,Children Rank,Party Rank,Strategy Rank,War Rank
528,Da ist der Wurm drin,2011,91671,5.70244,1,5612,88,1255,24,127,,,,,83.0,,,
529,The Mole in the Hole,1995,321,5.76067,1.2889,4749,12,1898,24,99,,,,,84.0,,,
530,Secret Code 13+4,2012,131493,5.6463,1.3636,6768,8,855,14,87,,,,,85.0,,,
531,Tiny Park,2017,227693,5.64633,1.125,6765,7,685,21,109,,,,,86.0,,,
532,Loopin' Chewie,2014,173341,5.8969,1,3504,21,3370,25,130,,,,,87.0,,,
533,Storytailors,2020,287591,5.6272,1.1667,7329,39,741,15,150,,,,,88.0,,,
534,Gold am Orinoko,2013,137480,5.60992,1.3333,7929,4,425,19,72,,,,,89.0,,,
535,Max,1986,4637,5.66803,1.1176,6277,7,868,32,131,,,,,90.0,,,
536,My First Castle Panic,2019,267314,5.77491,1.0833,4591,160,2159,39,296,,,,,91.0,,,
537,Igloo Pop,2003,8668,5.7946,1.0885,4383,1,1417,81,260,,,,,92.0,,,
538,My First Bohnanza,2015,171419,5.61282,1.3333,7813,3,793,20,69,,,,,93.0,,,
539,The Little Orchard,2004,17162,5.67839,1.1034,6046,28,941,11,76,,,,,94.0,,,
540,Go Away Monster!,1997,6714,5.77386,1,4612,29,1317,49,263,,,,,95.0,,,
541,Monster Chase,2009,43578,5.78803,1.0185,4450,61,2642,23,183,,,,,96.0,,,
542,Castle Knights,2007,29411,5.61774,1.0476,7629,0,539,24,123,,,,,97.0,,,
543,Ghost Blitz: Spooky Doo,2016,197760,5.68573,1.4286,5921,11,976,18,55,,,,,98.0,,,
544,Gigamons,2014,170969,5.63948,1.125,6944,64,785,11,81,,,,,99.0,,,
545,Brandon the Brave,2013,148767,5.67813,1.0588,6053,19,1114,16,100,,,,,100.0,,,
546,Blood on the Clocktower,2022,240980,7.32069,3.011,205,2438,5096,416,4066,,,,,,1.0,,
547,Just One,2018,254640,7.432,1.0394,143,2104,44816,342,4681,,,,,,3.0,,
548,Monikers,2015,156546,7.18409,1.08,291,155,12167,220,2340,,,,,,4.0,,
549,Codenames,2015,178900,7.45207,1.2611,131,1982,151700,358,6782,,,,,,5.0,,
550,So Clover!,2021,329839,7.13021,1.1066,332,1652,12557,308,2249,,,,,,8.0,,
551,Time's Up! Title Recall!,2008,36553,6.88962,1.1848,591,39,5232,131,1104,,,,,,11.0,,
552,Deception: Murder in Hong Kong,2014,156129,7.25487,1.5795,244,388,33525,694,7247,,,,,,12.0,,
553,The Resistance: Avalon,2012,128882,7.3332,1.7361,199,414,48211,320,4551,,,,,,13.0,,
554,Ready Set Bet,2022,351040,6.91509,1.2985,560,1011,8502,411,2653,,,,,,14.0,,
555,Telestrations: 12 Player Party Pack,2011,153016,6.79651,1.0667,698,44,5770,92,550,,,,,,15.0,,
556,Dixit: Odyssey,2011,92828,7.17813,1.1669,296,205,30625,405,2584,,,,,,16.0,,
557,Telestrations,2009,46213,7.15596,1.0717,311,372,26851,197,2292,,,,,,17.0,,
558,Feed the Kraken,2022,271601,6.81568,2.1375,676,419,4784,312,2934,,,,,,19.0,,
559,Secret Hitler,2016,188834,7.26856,1.743,239,782,40551,478,6807,,,,,,20.0,,
560,Junk Art,2016,193042,6.94228,1.2143,518,151,11286,527,3247,,,,,,21.0,,
561,Wavelength,2019,262543,7.00214,1.1165,452,513,22223,338,3802,,,,,,22.0,,
562,Love Letter: Premium Edition,2016,196326,6.90496,1.3208,567,151,10428,153,1120,,,,,,23.0,,
563,PitchCar,1995,150,6.97801,1.1257,477,200,11860,1004,3735,,,,,,24.0,,
564,Dixit,2008,39856,7.09327,1.1979,375,653,93748,460,6534,,,,,,25.0,,
565,Top Ten,2020,300905,6.68482,1.0933,883,325,5925,122,933,,,,,,26.0,,
566,Dixit: Journey,2012,121288,6.77416,1.2595,727,15,8434,133,712,,,,,,27.0,,
567,Codenames: Pictures,2016,198773,7.0189,1.2407,434,428,39398,180,1905,,,,,,28.0,,
568,Pictomania (Second Edition),2018,252526,6.56537,1.4468,1072,89,4329,91,706,,,,,,29.0,,
569,Time's Up!,1999,1353,6.80582,1.203,683,59,6350,101,951,,,,,,30.0,,
570,Skull,2011,92415,7.02163,1.1166,433,995,36276,447,4390,,,,,,31.0,,
571,One Night Ultimate Werewolf: Daybreak,2015,163166,6.79704,1.3913,697,68,15164,85,963,,,,,,32.0,,
572,The Resistance,2009,41114,7.07766,1.5917,392,182,64459,263,4108,,,,,,33.0,,
573,Detective Club,2018,256788,6.70111,1.2381,846,121,6883,299,2258,,,,,,34.0,,
574,Werewords Deluxe Edition,2018,245422,6.47853,1.3077,1247,140,4344,71,528,,,,,,35.0,,
575,Smart10,2017,241590,6.62188,1.1695,977,429,5587,34,537,,,,,,36.0,,
576,Tumblin' Dice,2004,16747,6.69399,1.0429,862,172,4676,520,1599,,,,,,37.0,,
577,Pictomania,2011,98229,6.64411,1.5259,942,19,5424,130,920,,,,,,38.0,,
578,A Fake Artist Goes to New York,2011,135779,6.79633,1.1269,699,255,14760,305,2784,,,,,,39.0,,
579,Sheriff of Nottingham,2014,157969,6.94134,1.6608,521,179,53211,534,6331,,,,,,40.0,,
580,Stella: Dixit Universe,2021,329845,6.59229,1.1471,1029,343,6212,152,1307,,,,,,41.0,,
581,HITSTER,2022,318243,6.49748,1,1207,1249,3779,25,302,,,,,,42.0,,
582,Werewords,2017,219215,6.65217,1.1622,929,173,8949,96,1004,,,,,,43.0,,
583,Witness,2014,164265,6.49427,1.4923,1212,29,4006,501,2062,,,,,,44.0,,
584,One Night Ultimate Werewolf,2014,147949,6.88657,1.372,596,578,50916,229,3291,,,,,,45.0,,
585,Startups,2017,223770,6.62208,1.5733,976,354,7619,260,1707,,,,,,46.0,,
586,Tajemnicze Domostwo,2013,113997,6.64207,1.8389,944,32,5208,114,1029,,,,,,47.0,,
587,Pictures,2019,284108,6.50581,1.0152,1187,192,4906,87,769,,,,,,48.0,,
588,Eat Poop You Cat,0,30618,6.39171,1.1092,1447,1,847,18,237,,,,,,49.0,,
589,Time's Up! Edición Amarilla,2008,38713,6.35291,1.0833,1538,57,3250,6,128,,,,,,50.0,,
590,Cross Clues,2020,300753,6.53904,1.0471,1129,562,6576,75,755,,,,,,51.0,,
591,Lovecraft Letter,2017,198740,6.65329,1.4222,926,221,8696,121,1038,,,,,,52.0,,
592,Challengers!,2022,359970,6.59616,1.7763,1024,1674,6345,200,1692,,,,,,53.0,,
593,Wits &amp; Wagers,2005,20100,6.74075,1.2084,784,110,21121,164,1898,,,,,,54.0,,
594,Spicy,2020,299169,6.60469,1.3567,1015,974,9276,131,1290,,,,,,55.0,,
595,Insider,2016,206051,6.5224,1.1159,1161,192,7491,192,1795,,,,,,56.0,,
596,6 nimmt! 25 Jahre,2019,268586,6.39966,1.2553,1424,224,4934,57,384,,,,,,57.0,,
597,Coup,2012,131357,6.84623,1.4096,637,820,79628,249,4042,,,,,,58.0,,
598,Cockroach Poker Royal,2012,129736,6.51285,1.1143,1179,125,7767,147,912,,,,,,59.0,,
599,Perudo,1800,45,6.71643,1.2549,822,383,20305,139,1292,,,,,,60.0,,
600,Sheriff of Nottingham: 2nd Edition,2020,298638,6.42031,1.8043,1387,126,6769,98,1196,,,,,,61.0,,
601,Trio,2021,352515,6.38949,1.0172,1451,4687,4519,119,886,,,,,,62.0,,
602,Two Rooms and a Boom,2013,134352,6.54825,1.4571,1110,75,8772,304,2428,,,,,,63.0,,
603,Tempel des Schreckens,2016,206915,6.42343,1.1493,1378,249,4779,38,350,,,,,,64.0,,
604,Time's Up! Edición Azul,2006,57660,6.23924,1.2241,1866,25,2194,10,85,,,,,,65.0,,
605,BANG! The Dice Game,2013,143741,6.74705,1.2767,775,382,39008,264,3013,,,,,,66.0,,
606,When I Dream,2016,198454,6.53178,1.1905,1143,47,10155,138,1585,,,,,,67.0,,
607,Ca$h 'n Guns: Second Edition,2014,155362,6.64499,1.2493,939,104,22261,264,2358,,,,,,68.0,,
608,Time's Up! Deluxe,2008,37141,6.15735,1.3095,2161,4,1599,40,233,,,,,,69.0,,
609,Spyfall,2014,166384,6.64422,1.2382,940,109,29213,266,2899,,,,,,70.0,,
610,Phantom Ink,2022,330592,6.15823,1.2083,2157,441,2453,124,1046,,,,,,71.0,,
611,That's Not a Hat,2023,375651,6.27346,1,1762,1229,4405,93,792,,,,,,72.0,,
612,Strike,2012,123570,6.43518,1.0301,1350,1029,6061,156,828,,,,,,73.0,,
613,The Mind,2018,244992,6.64291,1.074,943,855,55040,181,2930,,,,,,74.0,,
614,Concept,2013,147151,6.60859,1.3736,1006,213,32719,217,2649,,,,,,75.0,,
615,Trapwords,2018,257527,6.36386,1.4423,1512,66,6168,91,884,,,,,,76.0,,
616,Ultimate Werewolf: Ultimate Edition,2008,38159,6.43042,1.4908,1366,29,7149,103,778,,,,,,77.0,,
617,Cockroach Poker,2004,11971,6.59098,1.1049,1031,437,22820,215,1777,,,,,,78.0,,
618,Fun Facts,2022,370164,6.21026,1.0588,1969,300,3376,77,587,,,,,,79.0,,
619,PitchCar Mini,2003,14254,6.28748,1.1438,1712,11,2819,233,521,,,,,,80.0,,
620,Belratti,2018,259374,6.20342,1.0833,1995,78,2420,113,566,,,,,,81.0,,
621,Wits &amp; Wagers Party,2012,123239,6.25539,1.1132,1818,8,5954,33,272,,,,,,82.0,,
622,Coup: Rebellion G54,2014,148943,6.32629,1.925,1603,22,7210,76,561,,,,,,83.0,,
623,Spyfall 2,2016,193308,6.29548,1.2222,1691,28,6934,98,873,,,,,,84.0,,
624,Paranormal Detectives,2019,280136,6.27345,1.6667,1763,58,5121,91,1124,,,,,,85.0,,
625,Duplik,2005,22348,6.24316,1.2162,1851,28,3760,76,498,,,,,,86.0,,
626,Timeline: General Interest,2012,131325,6.33388,1.0724,1578,23,8649,98,400,,,,,,87.0,,
627,Kneipenquiz: Das Original,2016,204801,6.0993,1.4828,2412,80,1917,4,81,,,,,,88.0,,
628,Dungeon Fighter,2011,102548,6.4606,1.7509,1284,65,9502,195,1416,,,,,,89.0,,
629,Kites,2022,348096,6.27742,1.0625,1747,821,4833,110,952,,,,,,90.0,,
630,Shadow Hunters,2005,24068,6.51918,1.8236,1168,92,9582,318,1698,,,,,,91.0,,
631,Timeline: Events,2011,113401,6.37984,1.0884,1482,46,9820,117,473,,,,,,92.0,,
632,Krazy Wordz: Nicht 100% jugendfrei,2016,195372,6.09701,1.0714,2419,25,1781,9,90,,,,,,93.0,,
633,Imagine,2015,191894,6.34951,1.061,1544,58,7696,50,610,,,,,,94.0,,
634,Timebomb,2016,236217,6.20626,1.0465,1987,67,2866,33,330,,,,,,95.0,,
635,Dungeon Fighter: Second Edition,2021,357028,6.13113,1.6923,2289,85,2715,43,442,,,,,,96.0,,
636,Green Team Wins,2022,347805,6.1076,1.0667,2377,349,2935,101,655,,,,,,97.0,,
637,Bandu,1987,1231,6.34686,1.2883,1551,16,5014,199,854,,,,,,98.0,,
638,Wits &amp; Wagers Family,2010,66588,6.21459,1.0964,1954,6,4536,19,211,,,,,,99.0,,
639,Salem 1692,2015,175549,6.27646,2.025,1750,72,8462,68,834,,,,,,100.0,,
640,Revive,2022,332772,7.48777,3.4136,118,1379,10215,788,5761,,,,,,,64.0,
641,Dwellings of Eldervale,2020,271055,7.50212,3.2353,113,441,9422,875,6659,,,,,,,68.0,
642,Age of Innovation,2023,383179,7.3658,4.2488,181,918,4886,410,3099,,,,,,,70.0,
643,Carnegie,2022,310873,7.51454,3.8308,110,707,11963,549,3435,,,,,,,72.0,
644,Aeon's End: War Eternal,2017,218417,7.47229,2.9306,124,170,12474,215,1346,,,,,,,74.0,
645,Vinhos: Deluxe Edition,2016,175640,7.46647,4.0056,126,181,11846,707,3371,,,,,,,76.0,
646,Mombasa,2015,172386,7.51191,3.8963,111,121,14778,699,3565,,,,,,,79.0,
647,Lorenzo il Magnifico,2016,203993,7.51533,3.2995,108,262,16512,552,3065,,,,,,,80.0,
648,Darwin's Journey,2023,322289,7.42863,3.872,145,1005,9577,478,3870,,,,,,,83.0,
649,Age of Steam,2002,4098,7.47411,3.8755,123,354,12500,547,2921,,,,,,,85.0,
650,Keyflower,2012,122515,7.52688,3.3393,101,251,26277,1175,6579,,,,,,,87.0,
651,Troyes,2010,73439,7.51524,3.459,109,388,26820,1093,5737,,,,,,,89.0,
652,Russian Railroads,2013,144733,7.49292,3.4042,115,222,16206,803,3851,,,,,,,91.0,
653,Raiders of the North Sea,2015,170042,7.52687,2.5552,102,567,31116,931,6959,,,,,,,92.0,
654,Caylus,2005,18602,7.52106,3.7961,103,155,28781,839,5356,,,,,,,93.0,
655,Trajan,2011,102680,7.48994,3.6399,117,261,20731,948,4691,,,,,,,94.0,
656,Tigris &amp; Euphrates,1997,42,7.51995,3.5004,106,265,31226,1550,7557,,,,,,,95.0,
657,Forbidden Stars,2015,175155,7.45064,3.8436,133,78,13413,760,3935,,,,,,,97.0,
658,Hansa Teutonica,2009,43015,7.4692,3.0942,125,267,13266,695,3395,,,,,,,98.0,
659,Yokohama,2016,196340,7.44886,3.3073,135,263,14314,666,3466,,,,,,,99.0,
660,Paths of Glory,1999,91,7.28311,3.8493,228,29,10044,340,2332,,,,,,,,3.0
661,D-Day at Omaha Beach,2009,29603,6.76808,3.4703,737,10,4493,327,1791,,,,,,,,4.0
662,Here I Stand: 500th Anniversary Edition,2017,242722,6.48604,4.5254,1234,16,2486,171,802,,,,,,,,5.0
663,Imperial Struggle,2020,206480,6.96428,4.0343,494,54,6846,200,1925,,,,,,,,6.0
664,Sekigahara: The Unification of Japan,2011,25021,7.33456,2.7936,197,78,10015,620,3302,,,,,,,,7.0
665,Empire of the Sun: The Pacific War 1941-1945,2005,11825,6.74028,4.3628,786,28,6303,212,1241,,,,,,,,8.0
666,Triumph &amp; Tragedy: European Balance of Power 1936-1945,2015,130960,6.8552,3.392,629,29,3669,262,1467,,,,,,,,9.0
667,Combat Commander: Europe,2006,21050,7.28449,3.251,227,90,8837,382,2199,,,,,,,,10.0
668,Commands &amp; Colors: Napoleonics,2010,62222,6.97633,2.7436,484,155,5842,271,1320,,,,,,,,11.0
669,Combat Commander: Pacific,2008,28181,6.66673,3.2367,910,16,3941,246,941,,,,,,,,13.0
670,Maria,2009,40354,7.05871,3.5786,401,53,5277,416,1873,,,,,,,,14.0
671,Fire in the Lake,2014,144189,6.95598,4.1281,500,39,7112,393,2060,,,,,,,,15.0
672,Advanced Squad Leader,1985,243,6.99562,4.7407,462,100,6361,124,952,,,,,,,,16.0
673,Here I Stand,2006,17392,7.0242,4.1853,429,6,5243,406,2171,,,,,,,,17.0
674,Hannibal &amp; Hamilcar,2018,227460,6.68583,3.9271,880,11,4651,180,1118,,,,,,,,18.0
675,Commands &amp; Colors: Ancients,2006,14105,7.31279,2.6922,209,167,12022,567,2770,,,,,,,,19.0
676,Hannibal: Rome vs. Carthage,1996,234,7.07823,3.4547,390,13,7430,383,1887,,,,,,,,21.0
677,Virgin Queen,2012,41066,6.61758,4.4378,986,16,3173,237,1199,,,,,,,,22.0
678,Napoleon's Triumph,2007,18098,6.65134,3.653,933,3,2960,409,1459,,,,,,,,23.0
679,Up Front,1983,586,6.69878,3.4138,850,5,3941,261,838,,,,,,,,24.0
680,Undaunted: Stalingrad,2022,354570,6.56182,2.6216,1080,189,3699,370,2519,,,,,,,,25.0
681,Advanced Squad Leader: Starter Kit #1,2004,9823,6.73781,3.7684,795,24,5899,116,598,,,,,,,,26.0
682,Holland '44: Operation Market-Garden,2017,207572,6.2351,3.8197,1878,6,2751,66,482,,,,,,,,27.0
683,Undaunted: Normandy,2019,268864,7.39562,2.2373,165,573,22016,586,4321,,,,,,,,28.0
684,Enemy Action: Ardennes,2015,68820,6.13363,4.2447,2268,3,2085,213,1024,,,,,,,,29.0
685,Advanced Squad Leader: Starter Kit #2,2005,15126,6.38506,3.8056,1464,3,3503,88,292,,,,,,,,30.0
686,Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition),2012,132028,6.61356,3.2635,992,11,3832,148,805,,,,,,,,31.0
687,Atlantic Chase: The Kriegsmarine Against the Home Fleet 1939-1942,2021,251747,6.21556,3.3214,1948,55,2592,204,896,,,,,,,,32.0
688,Advanced Squad Leader: Starter Kit #3,2007,20542,6.32304,3.9008,1617,1,3422,86,292,,,,,,,,33.0
689,The U.S. Civil War,2015,162009,6.21157,3.8987,1964,1,2987,118,614,,,,,,,,34.0
690,1989: Dawn of Freedom,2012,26997,6.68333,3.2842,885,4,4520,220,1110,,,,,,,,35.0
691,"Crusade and Revolution: The Spanish Civil War, 1936-1939",2013,31790,6.11455,3.303,2349,8,1329,106,516,,,,,,,,36.0
692,RAF: The Battle of Britain 1940,2009,40209,6.31412,3.2689,1634,19,2892,245,1082,,,,,,,,38.0
693,A Distant Plain,2013,127518,6.54671,3.8649,1116,12,4488,284,1322,,,,,,,,39.0
694,Space Empires 4X,2011,84419,6.8822,3.3785,602,68,7538,479,2372,,,,,,,,40.0
695,Thunderbolt Apache Leader,2012,123955,6.45717,3.2205,1289,2,3412,224,1076,,,,,,,,41.0
696,Churchill,2015,132018,6.77729,3.3673,723,23,5156,281,1693,,,,,,,,43.0
697,Cuba Libre,2013,111799,6.83624,3.5941,648,46,6848,451,1704,,,,,,,,44.0
698,"Julius Caesar: Caesar, Pompey, and the Roman Civil War",2010,37836,6.49998,2.4655,1201,25,2593,310,1026,,,,,,,,45.0
699,For the People,1998,833,6.48065,3.7349,1245,8,4544,132,736,,,,,,,,46.0
700,1775: Rebellion,2013,128996,6.92209,2.3171,552,34,5769,433,1980,,,,,,,,47.0
701,Unconditional Surrender! World War 2 in Europe,2014,61487,6.26518,3.7593,1787,16,2661,133,881,,,,,,,,48.0
702,No Retreat! The Russian Front,2011,68264,6.4826,3.1505,1242,5,3426,148,815,,,,,,,,49.0
703,Wilderness War,2001,1822,6.52697,3.2965,1154,21,4304,172,719,,,,,,,,50.0
704,Ardennes '44: The Battle of the Bulge,2003,7858,6.17506,3.6726,2094,0,2818,95,564,,,,,,,,51.0
705,SPQR (Deluxe Edition),2008,21551,6.22485,3.9145,1915,6,2829,129,599,,,,,,,,53.0
706,Falling Sky: The Gallic Revolt Against Caesar,2016,163154,6.55287,3.9919,1098,17,4523,257,1245,,,,,,,,54.0
707,Normandy '44,2010,38718,6.27782,3.3833,1746,8,3231,93,515,,,,,,,,55.0
708,Washington's War,2010,38996,6.65999,2.8806,920,6,4694,248,1112,,,,,,,,56.0
709,"Labyrinth: The War on Terror, 2001 – ?",2010,62227,6.92569,3.6578,545,30,9870,359,2028,,,,,,,,57.0
710,Hammer of the Scots,2002,3685,6.83162,2.9575,655,16,5484,437,1674,,,,,,,,58.0
711,"Mr. President: The American Presidency, 2001-2020",2023,183685,6.17132,4.2626,2111,37,2541,225,1495,,,,,,,,59.0
712,Nevsky: Teutons and Rus in Collision 1240-1242,2019,249590,6.2151,3.973,1952,48,2155,123,681,,,,,,,,60.0
713,BattleLore: Second Edition,2013,146439,7.09539,2.7092,374,41,10111,360,2483,,,,,,,,61.0
714,Friedrich,2004,12891,6.6607,3.1356,917,12,3991,272,1142,,,,,,,,63.0
715,Pavlov's House,2018,219101,6.42016,2.7733,1388,33,3478,283,1449,,,,,,,,64.0
716,Blitzkrieg!: World War Two in 20 Minutes,2019,258210,7.02377,1.9407,430,194,9004,484,2739,,,,,,,,65.0
717,Memoir '44,2004,10630,7.34849,2.2751,187,1074,40082,951,6422,,,,,,,,66.0
718,Squad Leader,1977,1035,6.6909,4.0309,864,7,6648,53,308,,,,,,,,67.0
719,Navajo Wars,2013,102435,6.29853,3.8824,1679,11,3050,301,1200,,,,,,,,69.0
720,Liberty or Death: The American Insurrection,2016,165872,6.43238,4.0833,1361,8,4389,275,1009,,,,,,,,70.0
721,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",2017,164949,6.57741,3,1044,53,3411,198,1000,,,,,,,,71.0
722,Europa Universalis: The Price of Power,2023,254127,6.32743,4.6535,1600,94,1886,170,1490,,,,,,,,72.0
723,"The Hunters: German U-Boats at War, 1939-43",2013,113873,6.43693,2.5455,1348,8,4149,214,1030,,,,,,,,73.0
724,Fields of Fire,2008,22877,6.32945,4.2397,1593,8,3658,184,965,,,,,,,,74.0
725,The Civil War 1861-1865,1983,2081,6.28448,3.7861,1725,1,3015,62,262,,,,,,,,75.0
726,Andean Abyss,2012,91080,6.50414,3.7961,1190,69,3641,292,948,,,,,,,,76.0
727,Conflict of Heroes: Storms of Steel! – Kursk 1943,2009,38823,6.38591,3.1006,1461,1,2574,134,604,,,,,,,,77.0
728,Pendragon: The Fall of Roman Britain,2017,193728,6.28131,4.5167,1732,6,3426,226,1096,,,,,,,,78.0
729,EastFront: The War in Russia 1941-45 – Second Edition,2006,22143,6.05482,3.4894,2594,4,1239,142,456,,,,,,,,79.0
730,"Stalingrad '42: Southern Russia, June-December, 1942",2019,255393,5.98102,3.5,2960,3,1790,56,316,,,,,,,,80.0
731,Breakout: Normandy,1992,730,6.2119,3.3913,1962,0,2364,140,409,,,,,,,,81.0
732,Stonewall Jackson's Way II: Battles of Bull Run,2013,99358,5.91206,3.6667,3413,11,1093,74,203,,,,,,,,82.0
733,Ambush!,1983,1608,6.52006,3.2562,1167,3,5084,228,1041,,,,,,,,83.0
734,A Few Acres of Snow,2011,79828,6.97388,3.0276,487,24,9318,644,2993,,,,,,,,84.0
735,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,2008,24800,6.65074,2.9958,935,0,3963,177,995,,,,,,,,85.0
736,Mare Nostrum: Empires,2016,174785,6.81751,2.9706,673,27,6269,174,1122,,,,,,,,86.0
737,A Victory Lost: Crisis in Ukraine 1942-1943,2006,19622,6.22157,2.5668,1926,1,2020,141,577,,,,,,,,87.0
738,878 Vikings: Invasions of England,2017,204516,6.70674,2.629,838,39,6231,348,2149,,,,,,,,88.0
739,Hornet Leader: Carrier Air Operations,2010,65564,6.18264,2.8364,2070,2,2278,145,605,,,,,,,,89.0
740,Polis: Fight for the Hegemony,2012,69779,6.54601,3.6814,1118,6,3278,150,865,,,,,,,,90.0
741,Liberty Roads,2009,39188,6.00633,3.2206,2830,0,1489,102,435,,,,,,,,91.0
742,Hands in the Sea,2016,136955,6.19717,3.1481,2010,16,1820,258,1051,,,,,,,,92.0
743,"Colonial Twilight: The French-Algerian War, 1954-62",2017,180199,6.24841,3.863,1834,11,3144,137,557,,,,,,,,93.0
744,Angola,1988,4688,5.99885,3.1667,2869,5,1178,86,332,,,,,,,,94.0
745,"Gandhi: The Decolonization of British India, 1917 – 1947",2019,220588,6.10112,4.1897,2406,13,2333,202,711,,,,,,,,95.0
746,The Devil's Cauldron: The Battles for Arnhem and Nijmegen,2008,15369,5.92187,3.8372,3350,3,910,140,447,,,,,,,,96.0
747,Successors (Fourth Edition),2022,325348,6.09386,4.0652,2432,21,2278,91,698,,,,,,,,97.0
748,Polis,2020,303551,6.20844,3.7869,1978,17,1894,101,764,,,,,,,,98.0
749,Roads to Gettysburg II: Lee Strikes North,2018,215565,5.85047,3.6667,3874,8,919,68,188,,,,,,,,99.0
750,D-Day at Tarawa,2014,67600,5.97233,3.7255,3016,2,1789,111,459,,,,,,,,100.0
